ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
#country+code,#loc+name,#meta+id,#indicator+name,#indicator+value+num,#indicator+precision,,#country+name,#date+year,#survey+id,#indicator+code,,,,,,,#indicator+label+code,#indicator+label,,,,,,,,,,,
GHA,Western (pre 2022),1763291,Number of women using pills (unweighted),10,0,GH,Ghana,1988,GH1988DHS,FP_SOCM_W_UPL,32763030,U,408001,1408010,Region,Western (pre 2022),0,,0,1,FPSOCMWUPL,GHDHS1988408001,1988,DHS,10,,,,1
GHA,Central,1524623,Number of women using pills (unweighted),5,0,GH,Ghana,1988,GH1988DHS,FP_SOCM_W_UPL,32763030,U,408002,1408020,Region,Central,0,,0,1,FPSOCMWUPL,GHDHS1988408002,1988,DHS,5,,,,1
GHA,Greater Accra,1763377,Number of women using pills (unweighted),9,0,GH,Ghana,1988,GH1988DHS,FP_SOCM_W_UPL,32763030,U,408003,1408030,Region,Greater Accra,0,,0,1,FPSOCMWUPL,GHDHS1988408003,1988,DHS,9,,,,1
GHA,Volta (pre 2022),3255715,Number of women using pills (unweighted),7,0,GH,Ghana,1988,GH1988DHS,FP_SOCM_W_UPL,32763030,U,408004,1408040,Region,Volta (pre 2022),0,,0,1,FPSOCMWUPL,GHDHS1988408004,1988,DHS,7,,,,1
GHA,Eastern,1755380,Number of women using pills (unweighted),15,0,GH,Ghana,1988,GH1988DHS,FP_SOCM_W_UPL,32763030,U,408005,1408050,Region,Eastern,0,,0,1,FPSOCMWUPL,GHDHS1988408005,1988,DHS,15,,,,1
GHA,Ashanti,3076155,Number of women using pills (unweighted),14,0,GH,Ghana,1988,GH1988DHS,FP_SOCM_W_UPL,32763030,U,408006,1408060,Region,Ashanti,0,,0,1,FPSOCMWUPL,GHDHS1988408006,1988,DHS,14,,,,1
GHA,Brong-Ahafo,3202272,Number of women using pills (unweighted),11,0,GH,Ghana,1988,GH1988DHS,FP_SOCM_W_UPL,32763030,U,408007,1408070,Region,Brong-Ahafo,0,,0,1,FPSOCMWUPL,GHDHS1988408007,1988,DHS,11,,,,1
GHA,"Northern, Upper West, Upper East",2220324,Number of women using pills (unweighted),1,0,GH,Ghana,1988,GH1988DHS,FP_SOCM_W_UPL,32763030,U,408008,1408080,Region,"Northern, Upper West, Upper East",0,,0,1,FPSOCMWUPL,GHDHS1988408008,1988,DHS,1,,,,1
GHA,Western (pre 2022),2646493,Number of women using pills (unweighted),10,0,GH,Ghana,1993,GH1993DHS,FP_SOCM_W_UPL,32763030,U,408001,1408010,Region,Western (pre 2022),0,,0,1,FPSOCMWUPL,GHDHS1993408001,1993,DHS,10,,,,1
GHA,Central,47898,Number of women using pills (unweighted),3,0,GH,Ghana,1993,GH1993DHS,FP_SOCM_W_UPL,32763030,U,408002,1408020,Region,Central,0,,0,1,FPSOCMWUPL,GHDHS1993408002,1993,DHS,3,,,,1
GHA,Greater Accra,2633574,Number of women using pills (unweighted),12,0,GH,Ghana,1993,GH1993DHS,FP_SOCM_W_UPL,32763030,U,408003,1408030,Region,Greater Accra,0,,0,1,FPSOCMWUPL,GHDHS1993408003,1993,DHS,12,,,,1
GHA,Volta (pre 2022),3100423,Number of women using pills (unweighted),4,0,GH,Ghana,1993,GH1993DHS,FP_SOCM_W_UPL,32763030,U,408004,1408040,Region,Volta (pre 2022),0,,0,1,FPSOCMWUPL,GHDHS1993408004,1993,DHS,4,,,,1
GHA,Eastern,46874,Number of women using pills (unweighted),16,0,GH,Ghana,1993,GH1993DHS,FP_SOCM_W_UPL,32763030,U,408005,1408050,Region,Eastern,0,,0,1,FPSOCMWUPL,GHDHS1993408005,1993,DHS,16,,,,1
GHA,Ashanti,3243167,Number of women using pills (unweighted),12,0,GH,Ghana,1993,GH1993DHS,FP_SOCM_W_UPL,32763030,U,408006,1408060,Region,Ashanti,0,,0,1,FPSOCMWUPL,GHDHS1993408006,1993,DHS,12,,,,1
GHA,Brong-Ahafo,31975,Number of women using pills (unweighted),19,0,GH,Ghana,1993,GH1993DHS,FP_SOCM_W_UPL,32763030,U,408007,1408070,Region,Brong-Ahafo,0,,0,1,FPSOCMWUPL,GHDHS1993408007,1993,DHS,19,,,,1
